Date,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year,Home_Points,Away_Points
2015-10-29,Manchester City,Manchester City,5,0,65,59,25,19,3,3,5,14,Home Team,2015,3,0
2015-03-30,Manchester City,Bayern Munich,5,0,66,40,16,25,10,4,15,11,Home Team,2015,3,0
2020-08-20,Liverpool,AC Milan,2,1,63,58,24,20,5,5,11,5,Home Team,2020,3,0
2016-09-04,Real Madrid,Paris Saint-Germain,1,4,54,32,14,5,8,3,14,9,Away Team,2016,0,3
2025-02-19,Arsenal,Arsenal,2,1,51,52,12,21,3,8,12,7,Home Team,2025,3,0
2023-12-19,Bayern Munich,Arsenal,1,5,51,35,14,22,3,9,12,12,Away Team,2023,0,3
2020-07-04,Barcelona,Bayern Munich,5,4,43,34,7,12,8,10,5,12,Home Team,2020,3,0
2019-11-06,Chelsea,Chelsea,2,0,47,30,11,12,10,3,15,10,Home Team,2019,3,0
2022-11-30,AC Milan,Arsenal,2,4,60,52,12,22,3,9,13,6,Away Team,2022,0,3
2024-02-22,Paris Saint-Germain,Manchester City,1,5,67,55,8,12,10,4,13,9,Away Team,2024,0,3
2023-08-04,Chelsea,Manchester City,5,4,65,38,9,16,7,7,7,12,Home Team,2023,3,0
2025-10-28,Bayern Munich,Arsenal,0,0,45,46,11,25,6,4,12,9,Draw,2025,1,1
2024-01-22,Paris Saint-Germain,Manchester City,1,2,47,32,10,13,8,2,10,14,Away Team,2024,0,3
2019-12-11,AC Milan,AC Milan,5,4,50,42,11,25,8,3,9,15,Home Team,2019,3,0
2020-06-10,Paris Saint-Germain,AC Milan,1,5,55,49,19,11,7,2,9,9,Away Team,2020,0,3
2021-01-22,Manchester City,Barcelona,0,1,41,59,10,20,4,10,13,8,Away Team,2021,0,3
2023-05-10,Paris Saint-Germain,Barcelona,5,4,67,36,9,15,3,8,10,5,Home Team,2023,3,0
2025-06-10,AC Milan,Paris Saint-Germain,3,1,41,56,21,18,2,3,8,13,Home Team,2025,3,0
2015-03-31,Barcelona,AC Milan,3,0,56,46,16,8,2,2,13,13,Home Team,2015,3,0
2017-08-07,Bayern Munich,Juventus,4,1,61,59,7,20,7,3,12,11,Home Team,2017,3,0
2022-10-04,Bayern Munich,AC Milan,0,5,57,59,7,12,6,6,9,10,Away Team,2022,0,3
2020-09-19,Real Madrid,Paris Saint-Germain,3,0,41,60,22,21,9,2,5,9,Home Team,2020,3,0
2022-07-05,AC Milan,Liverpool,5,0,47,30,16,11,10,5,8,6,Home Team,2022,3,0
2022-12-05,Real Madrid,Chelsea,1,5,67,51,23,19,9,9,6,5,Away Team,2022,0,3
2025-06-29,Paris Saint-Germain,Bayern Munich,2,4,40,58,19,17,3,4,10,10,Away Team,2025,0,3
2020-01-10,Bayern Munich,Borussia Dortmund,2,1,49,55,20,8,2,3,11,15,Home Team,2020,3,0
2023-01-20,Chelsea,Chelsea,0,0,63,58,19,19,2,6,11,11,Draw,2023,1,1
2023-02-26,Chelsea,AC Milan,1,1,60,39,25,21,10,8,7,8,Draw,2023,1,1
2024-02-02,Liverpool,Paris Saint-Germain,0,2,45,34,25,10,3,8,5,14,Away Team,2024,0,3
2019-08-03,Paris Saint-Germain,Manchester City,0,4,69,59,21,24,3,6,8,12,Away Team,2019,0,3
2024-03-27,Real Madrid,Arsenal,2,3,58,50,5,11,3,9,10,13,Away Team,2024,0,3
2023-03-18,Arsenal,AC Milan,2,2,45,60,17,7,3,8,8,14,Draw,2023,1,1
2020-04-03,Barcelona,Chelsea,2,4,62,32,23,13,5,6,5,13,Away Team,2020,0,3
2019-02-01,AC Milan,Borussia Dortmund,3,4,47,53,10,11,9,8,8,7,Away Team,2019,0,3
2020-08-05,Bayern Munich,Bayern Munich,4,4,44,53,18,16,8,3,10,9,Draw,2020,1,1
2015-03-23,Juventus,Liverpool,0,5,70,45,7,16,2,10,12,9,Away Team,2015,0,3
2020-03-10,AC Milan,Chelsea,5,3,46,56,14,5,6,9,10,11,Home Team,2020,3,0
2024-12-21,Barcelona,Borussia Dortmund,5,1,49,53,23,11,9,8,10,12,Home Team,2024,3,0
2015-03-13,Real Madrid,Chelsea,1,5,42,60,11,22,10,5,14,11,Away Team,2015,0,3
2020-07-15,Liverpool,Liverpool,1,3,60,59,20,24,9,3,15,5,Away Team,2020,0,3
2020-08-17,AC Milan,Liverpool,5,3,43,36,14,10,5,7,5,12,Home Team,2020,3,0
2015-07-19,Chelsea,Manchester City,5,5,44,55,16,23,10,4,9,12,Draw,2015,1,1
2017-01-10,Chelsea,Paris Saint-Germain,0,3,56,38,6,8,4,10,12,8,Away Team,2017,0,3
2016-01-03,Arsenal,Borussia Dortmund,2,2,61,48,14,6,9,5,7,15,Draw,2016,1,1
2022-06-21,Real Madrid,Barcelona,0,3,48,58,18,21,10,5,7,9,Away Team,2022,0,3
2023-01-28,Juventus,Manchester City,5,3,45,30,17,24,9,2,6,10,Home Team,2023,3,0
2023-12-26,Juventus,Chelsea,5,4,42,49,19,24,10,3,10,8,Home Team,2023,3,0
2024-06-15,Arsenal,Chelsea,1,3,55,50,11,13,3,4,13,6,Away Team,2024,0,3
2018-07-31,Manchester City,Chelsea,0,4,40,56,23,20,10,10,13,14,Away Team,2018,0,3
2023-10-04,Paris Saint-Germain,Liverpool,3,2,61,59,6,13,8,5,12,15,Home Team,2023,3,0
2021-10-23,Bayern Munich,Chelsea,1,3,40,44,18,21,8,6,5,5,Away Team,2021,0,3
2019-09-22,Juventus,Liverpool,5,2,54,60,19,21,6,8,15,7,Home Team,2019,3,0
2015-03-23,AC Milan,Juventus,0,0,67,47,15,20,5,2,10,7,Draw,2015,1,1
2017-09-30,AC Milan,Borussia Dortmund,3,2,56,47,20,24,7,9,8,13,Home Team,2017,3,0
2024-05-15,Barcelona,Paris Saint-Germain,5,3,69,39,13,8,3,4,10,10,Home Team,2024,3,0
2016-07-08,AC Milan,Paris Saint-Germain,3,3,52,47,12,21,8,8,6,8,Draw,2016,1,1
2018-05-06,Liverpool,Arsenal,0,2,42,44,22,15,9,7,5,15,Away Team,2018,0,3
2017-06-14,Liverpool,Barcelona,0,4,54,31,13,16,3,7,15,5,Away Team,2017,0,3
2017-03-21,Real Madrid,Barcelona,3,0,53,47,9,10,5,6,11,14,Home Team,2017,3,0
2015-11-18,Juventus,Chelsea,2,4,54,51,20,12,2,4,15,11,Away Team,2015,0,3
2015-03-25,Barcelona,Borussia Dortmund,5,1,67,32,6,15,2,2,12,9,Home Team,2015,3,0
2024-08-20,Arsenal,Bayern Munich,5,2,51,35,15,17,8,5,12,11,Home Team,2024,3,0
2018-04-11,Real Madrid,Barcelona,4,3,44,33,10,16,2,6,13,6,Home Team,2018,3,0
2018-11-04,Chelsea,Barcelona,5,4,43,45,7,25,7,6,10,7,Home Team,2018,3,0
2016-09-16,Paris Saint-Germain,Borussia Dortmund,1,4,56,53,17,12,6,8,9,12,Away Team,2016,0,3
2021-04-16,Bayern Munich,Manchester City,4,0,45,31,18,22,10,10,8,8,Home Team,2021,3,0
2021-09-12,Juventus,Barcelona,1,1,59,55,12,13,8,10,8,9,Draw,2021,1,1
2016-08-02,Manchester City,Barcelona,3,0,55,37,17,23,4,6,11,10,Home Team,2016,3,0
2017-09-26,Arsenal,Juventus,4,4,47,40,9,24,10,3,9,7,Draw,2017,1,1
2021-12-12,AC Milan,AC Milan,4,4,54,37,23,20,7,9,14,7,Draw,2021,1,1
2021-08-29,Chelsea,Borussia Dortmund,2,0,58,32,9,14,7,9,6,14,Home Team,2021,3,0
2018-03-19,Chelsea,Liverpool,5,1,59,43,9,13,8,8,8,15,Home Team,2018,3,0
2019-09-19,Paris Saint-Germain,Barcelona,2,1,47,39,10,12,7,6,8,13,Home Team,2019,3,0
2023-10-01,Liverpool,Juventus,2,0,66,57,23,6,7,2,5,14,Home Team,2023,3,0
2020-10-10,Bayern Munich,Chelsea,5,5,67,33,7,23,3,7,10,12,Draw,2020,1,1
2015-05-19,AC Milan,Juventus,3,2,58,36,24,5,6,10,6,11,Home Team,2015,3,0
2020-12-20,Juventus,Paris Saint-Germain,2,3,67,40,22,20,4,4,8,7,Away Team,2020,0,3
2015-05-08,Chelsea,Manchester City,2,2,62,48,5,9,4,10,9,11,Draw,2015,1,1
2022-10-30,Juventus,Liverpool,5,0,57,39,24,22,9,5,6,12,Home Team,2022,3,0
2019-02-07,Chelsea,AC Milan,1,1,59,40,14,23,3,6,8,14,Draw,2019,1,1
2019-05-16,Barcelona,AC Milan,4,4,69,55,17,21,4,8,8,6,Draw,2019,1,1
2018-03-10,Real Madrid,Liverpool,1,5,61,44,6,17,4,8,10,7,Away Team,2018,0,3
2018-09-24,Paris Saint-Germain,Barcelona,5,5,46,37,14,9,2,3,8,11,Draw,2018,1,1
2020-04-08,AC Milan,Borussia Dortmund,5,4,58,32,20,8,6,2,13,12,Home Team,2020,3,0
2020-04-13,Chelsea,Liverpool,0,3,60,55,6,17,2,7,10,13,Away Team,2020,0,3
2023-06-06,Arsenal,Arsenal,3,1,61,60,18,7,6,9,15,8,Home Team,2023,3,0
2024-08-25,Manchester City,Paris Saint-Germain,1,1,42,60,14,15,7,5,14,14,Draw,2024,1,1
2017-08-29,Manchester City,AC Milan,0,0,64,36,6,10,6,7,15,10,Draw,2017,1,1
2020-06-02,Real Madrid,Paris Saint-Germain,5,0,60,48,18,23,4,8,15,15,Home Team,2020,3,0
2020-08-02,Paris Saint-Germain,Bayern Munich,3,4,43,51,12,24,2,6,12,6,Away Team,2020,0,3
2025-06-24,Chelsea,Liverpool,2,4,64,42,21,19,8,9,14,6,Away Team,2025,0,3
2023-05-24,Paris Saint-Germain,Bayern Munich,4,3,40,44,14,19,7,9,5,12,Home Team,2023,3,0
2024-11-14,Paris Saint-Germain,Manchester City,4,2,60,58,19,25,7,8,7,7,Home Team,2024,3,0
2022-10-05,Manchester City,AC Milan,3,2,42,59,23,14,6,4,5,14,Home Team,2022,3,0
2018-12-18,Paris Saint-Germain,Bayern Munich,0,4,60,59,7,7,8,8,13,9,Away Team,2018,0,3
2023-05-30,Paris Saint-Germain,Chelsea,1,2,54,30,7,19,8,4,8,5,Away Team,2023,0,3
2017-08-08,Paris Saint-Germain,Manchester City,4,2,42,30,16,11,10,6,7,12,Home Team,2017,3,0
2017-03-21,AC Milan,Manchester City,1,5,40,46,13,18,5,9,15,6,Away Team,2017,0,3
2016-10-29,Juventus,Paris Saint-Germain,2,0,40,47,17,16,6,2,14,10,Home Team,2016,3,0
2018-12-14,Manchester City,Juventus,2,2,51,31,10,16,10,4,5,15,Draw,2018,1,1
2015-11-22,Arsenal,Borussia Dortmund,2,4,54,50,12,19,4,8,5,13,Away Team,2015,0,3
2019-01-06,Arsenal,AC Milan,4,4,68,49,23,22,2,4,7,13,Draw,2019,1,1
2025-10-31,AC Milan,AC Milan,5,2,57,54,16,21,6,2,12,10,Home Team,2025,3,0
2018-02-23,Bayern Munich,Manchester City,2,1,52,38,20,14,2,7,5,6,Home Team,2018,3,0
2018-08-17,Barcelona,AC Milan,0,3,59,50,21,16,2,10,14,7,Away Team,2018,0,3
2019-06-17,Paris Saint-Germain,Arsenal,4,0,47,52,10,19,5,2,12,10,Home Team,2019,3,0
2017-08-06,Liverpool,Liverpool,2,4,40,47,20,13,5,3,8,6,Away Team,2017,0,3
2024-11-05,AC Milan,AC Milan,2,2,56,59,5,21,6,8,12,8,Draw,2024,1,1
2021-06-07,Barcelona,Barcelona,3,0,56,34,22,6,6,2,7,12,Home Team,2021,3,0
2017-05-14,Bayern Munich,Chelsea,1,1,54,54,12,19,6,10,7,8,Draw,2017,1,1
2023-01-11,Juventus,Juventus,2,1,45,53,9,22,4,3,13,10,Home Team,2023,3,0
2019-04-07,Chelsea,Borussia Dortmund,4,3,51,55,15,19,10,9,9,11,Home Team,2019,3,0
2016-07-16,AC Milan,Arsenal,0,0,57,47,23,16,9,8,7,8,Draw,2016,1,1
2019-12-23,Barcelona,Liverpool,5,5,52,47,19,10,5,3,7,15,Draw,2019,1,1
2019-05-02,AC Milan,Arsenal,3,2,50,38,11,14,6,7,11,10,Home Team,2019,3,0
2020-07-22,Liverpool,Liverpool,4,0,68,53,14,8,7,9,11,11,Home Team,2020,3,0
2025-03-03,AC Milan,Barcelona,0,0,56,37,12,25,9,7,13,8,Draw,2025,1,1
2020-10-17,Arsenal,Chelsea,4,3,58,56,15,20,2,9,12,15,Home Team,2020,3,0
2016-01-04,Chelsea,Chelsea,1,2,41,59,6,12,6,7,6,8,Away Team,2016,0,3
2018-08-08,Paris Saint-Germain,Chelsea,2,3,55,51,16,5,9,9,10,9,Away Team,2018,0,3
2016-11-14,Arsenal,Arsenal,0,0,44,50,17,15,3,3,6,11,Draw,2016,1,1
2018-08-07,Arsenal,AC Milan,2,0,42,60,9,6,4,4,13,14,Home Team,2018,3,0
2021-07-25,Barcelona,Borussia Dortmund,5,1,66,30,5,24,9,10,8,12,Home Team,2021,3,0
2019-12-11,AC Milan,Borussia Dortmund,2,1,58,42,20,11,2,7,14,13,Home Team,2019,3,0
2017-09-03,Liverpool,Paris Saint-Germain,2,5,41,30,18,25,10,3,13,15,Away Team,2017,0,3
2025-08-16,Manchester City,Arsenal,1,5,69,43,18,17,9,2,6,10,Away Team,2025,0,3
2022-10-02,Real Madrid,Paris Saint-Germain,0,3,66,53,24,24,10,6,12,12,Away Team,2022,0,3
2020-05-17,Manchester City,Barcelona,1,2,41,37,12,9,2,5,11,9,Away Team,2020,0,3
2021-11-14,Paris Saint-Germain,Barcelona,4,3,64,41,24,8,10,8,5,13,Home Team,2021,3,0
2017-12-25,Juventus,AC Milan,1,0,68,38,14,10,7,9,5,14,Home Team,2017,3,0
2022-12-10,Liverpool,AC Milan,0,3,57,33,10,19,4,6,9,5,Away Team,2022,0,3
2020-02-03,Juventus,Paris Saint-Germain,4,4,46,55,21,16,7,8,5,15,Draw,2020,1,1
2025-09-06,Barcelona,Juventus,3,4,52,53,19,6,2,4,13,11,Away Team,2025,0,3
2023-08-21,Chelsea,Manchester City,3,4,53,34,24,20,8,4,7,9,Away Team,2023,0,3
2019-09-28,Manchester City,Arsenal,0,2,66,42,20,9,4,3,5,13,Away Team,2019,0,3
2015-08-13,Arsenal,Arsenal,5,3,45,31,20,13,10,3,12,15,Home Team,2015,3,0
2023-08-16,Manchester City,Borussia Dortmund,5,3,65,32,9,25,4,8,7,13,Home Team,2023,3,0
2016-11-17,Real Madrid,Bayern Munich,5,4,63,55,11,15,7,3,7,5,Home Team,2016,3,0
2019-06-01,Paris Saint-Germain,Arsenal,0,4,46,60,7,23,7,8,11,10,Away Team,2019,0,3
2023-09-30,Real Madrid,Juventus,1,5,44,40,7,16,5,2,7,14,Away Team,2023,0,3
2023-07-13,Juventus,Juventus,5,4,55,52,18,11,5,6,10,12,Home Team,2023,3,0
2017-01-20,AC Milan,Chelsea,3,2,60,49,17,8,4,4,6,12,Home Team,2017,3,0
2015-12-05,Arsenal,Barcelona,2,2,50,57,14,13,2,3,13,9,Draw,2015,1,1
2025-02-14,Real Madrid,Chelsea,1,4,65,57,11,23,9,2,8,10,Away Team,2025,0,3
2021-03-15,Barcelona,AC Milan,3,4,47,42,6,6,2,8,15,15,Away Team,2021,0,3
2015-12-06,Bayern Munich,Paris Saint-Germain,1,4,61,48,18,25,10,8,6,7,Away Team,2015,0,3
2015-04-11,Juventus,Manchester City,5,5,69,39,15,24,6,7,9,5,Draw,2015,1,1
2025-06-20,Paris Saint-Germain,AC Milan,0,4,62,45,8,11,10,5,15,11,Away Team,2025,0,3
2021-03-03,Bayern Munich,AC Milan,1,0,69,50,17,16,8,10,13,11,Home Team,2021,3,0
2024-08-24,Arsenal,Arsenal,1,3,66,43,8,19,7,2,12,14,Away Team,2024,0,3
2022-03-17,AC Milan,Paris Saint-Germain,2,0,56,51,5,19,4,8,8,14,Home Team,2022,3,0
2018-08-24,Barcelona,Manchester City,1,3,53,52,21,11,2,8,5,14,Away Team,2018,0,3
2018-10-17,Juventus,Paris Saint-Germain,2,0,65,53,16,24,8,9,11,11,Home Team,2018,3,0
2021-07-28,Paris Saint-Germain,Paris Saint-Germain,1,3,46,43,16,15,4,5,12,6,Away Team,2021,0,3
2021-11-20,Juventus,Chelsea,1,3,46,52,17,21,6,4,9,7,Away Team,2021,0,3
2022-08-31,Chelsea,Manchester City,0,4,66,44,9,21,3,4,13,12,Away Team,2022,0,3
2020-12-16,Manchester City,Juventus,0,3,60,36,25,14,5,8,8,14,Away Team,2020,0,3
2015-05-28,Juventus,Liverpool,4,2,53,30,5,13,10,6,8,13,Home Team,2015,3,0
2020-07-24,AC Milan,AC Milan,1,0,61,30,21,21,5,7,15,8,Home Team,2020,3,0
2023-02-24,Real Madrid,Barcelona,1,1,54,56,19,25,9,4,7,10,Draw,2023,1,1
2025-04-30,Bayern Munich,Arsenal,5,1,43,47,13,10,7,2,13,10,Home Team,2025,3,0
2020-08-11,Bayern Munich,Barcelona,1,1,59,46,24,14,7,10,8,11,Draw,2020,1,1
2015-04-07,Real Madrid,Bayern Munich,1,0,48,47,18,22,7,8,10,10,Home Team,2015,3,0
2022-04-30,Liverpool,Arsenal,1,4,53,45,15,13,8,5,11,11,Away Team,2022,0,3
2025-07-17,Barcelona,AC Milan,0,4,44,50,14,25,5,2,12,10,Away Team,2025,0,3
2016-01-21,AC Milan,Paris Saint-Germain,0,0,46,33,5,24,6,4,7,15,Draw,2016,1,1
2017-09-26,Arsenal,Barcelona,2,4,50,51,24,16,2,10,13,11,Away Team,2017,0,3
2021-12-11,Liverpool,Paris Saint-Germain,5,2,55,44,19,13,4,4,12,9,Home Team,2021,3,0
2022-10-25,Manchester City,Juventus,1,0,43,44,24,22,9,9,8,9,Home Team,2022,3,0
2015-04-11,Paris Saint-Germain,Manchester City,2,2,40,59,9,25,3,3,8,15,Draw,2015,1,1
2023-01-25,Bayern Munich,Chelsea,0,0,40,46,11,9,2,8,10,10,Draw,2023,1,1
2025-04-17,Liverpool,Manchester City,1,4,56,59,17,25,6,10,11,12,Away Team,2025,0,3
2020-08-23,Real Madrid,Barcelona,1,2,40,59,14,15,6,8,7,5,Away Team,2020,0,3
2023-12-02,Manchester City,Bayern Munich,3,5,69,45,19,10,6,6,8,7,Away Team,2023,0,3
2016-10-30,Arsenal,Bayern Munich,2,1,48,51,15,18,8,2,8,8,Home Team,2016,3,0
2021-01-29,Manchester City,Borussia Dortmund,2,2,53,54,13,5,2,4,12,8,Draw,2021,1,1
2024-07-30,Chelsea,Borussia Dortmund,0,3,60,46,22,5,5,5,11,11,Away Team,2024,0,3
2015-03-27,Chelsea,Chelsea,1,3,43,55,13,15,6,6,7,5,Away Team,2015,0,3
2024-01-23,Barcelona,Chelsea,1,1,67,32,12,23,7,5,8,8,Draw,2024,1,1
2018-08-23,Paris Saint-Germain,AC Milan,3,3,62,47,13,18,8,10,10,8,Draw,2018,1,1
2025-11-09,Barcelona,Arsenal,0,5,58,48,23,14,10,10,11,13,Away Team,2025,0,3
2018-11-18,Paris Saint-Germain,Paris Saint-Germain,1,5,45,41,15,7,8,3,14,5,Away Team,2018,0,3
2021-04-25,Juventus,Barcelona,3,3,58,51,6,9,8,7,10,9,Draw,2021,1,1
2020-08-07,Juventus,Juventus,2,2,52,54,21,25,2,8,5,13,Draw,2020,1,1
2016-11-13,AC Milan,Liverpool,4,3,61,43,14,13,8,7,13,10,Home Team,2016,3,0
2020-08-05,Paris Saint-Germain,Liverpool,1,4,54,42,14,20,4,10,5,10,Away Team,2020,0,3
2015-03-03,AC Milan,Barcelona,0,5,42,53,13,21,2,7,12,6,Away Team,2015,0,3
2015-12-30,Manchester City,Liverpool,2,2,54,40,22,9,5,4,6,15,Draw,2015,1,1
2024-12-13,AC Milan,Paris Saint-Germain,2,2,56,60,18,21,4,10,10,13,Draw,2024,1,1
2025-11-21,Chelsea,Bayern Munich,3,3,57,38,8,17,10,7,15,6,Draw,2025,1,1
2017-03-06,Bayern Munich,AC Milan,2,5,60,59,6,10,4,8,8,14,Away Team,2017,0,3
2021-06-15,Paris Saint-Germain,Paris Saint-Germain,3,2,60,55,18,12,7,8,9,12,Home Team,2021,3,0
2021-02-24,Liverpool,Borussia Dortmund,4,0,62,43,22,12,5,6,9,13,Home Team,2021,3,0
2018-01-31,AC Milan,Liverpool,0,4,64,30,6,25,10,5,11,5,Away Team,2018,0,3
2023-04-24,Real Madrid,Arsenal,2,2,65,41,9,10,10,9,12,10,Draw,2023,1,1
2024-02-17,Barcelona,AC Milan,5,5,59,56,6,7,7,10,9,14,Draw,2024,1,1
2024-04-14,Barcelona,Barcelona,3,2,60,38,5,13,5,3,9,5,Home Team,2024,3,0
2020-03-07,Manchester City,Barcelona,0,2,70,31,5,18,8,4,7,9,Away Team,2020,0,3
2020-11-24,Arsenal,Juventus,3,4,45,51,21,8,4,5,7,8,Away Team,2020,0,3
2018-01-25,Paris Saint-Germain,Arsenal,4,1,52,39,12,13,5,7,14,6,Home Team,2018,3,0
2017-12-20,Liverpool,Paris Saint-Germain,4,3,53,34,22,9,4,9,15,8,Home Team,2017,3,0
2024-04-15,Paris Saint-Germain,AC Milan,1,5,60,58,19,21,7,7,14,15,Away Team,2024,0,3
2023-06-24,Liverpool,Paris Saint-Germain,5,2,53,46,19,24,9,10,14,7,Home Team,2023,3,0
2015-02-15,Liverpool,Arsenal,4,4,49,51,19,17,8,6,13,14,Draw,2015,1,1
2022-04-18,Juventus,Borussia Dortmund,4,4,44,30,14,21,4,3,10,5,Draw,2022,1,1
2022-03-25,Bayern Munich,Bayern Munich,1,4,46,56,11,13,3,3,12,10,Away Team,2022,0,3
2025-10-17,Juventus,Barcelona,2,2,50,42,18,14,2,2,10,12,Draw,2025,1,1
2019-11-03,Real Madrid,Barcelona,5,1,56,30,23,25,7,3,14,9,Home Team,2019,3,0
2016-12-06,Real Madrid,Barcelona,1,3,65,31,8,23,5,9,8,9,Away Team,2016,0,3
2022-05-11,Arsenal,Borussia Dortmund,3,1,67,39,7,5,10,7,15,11,Home Team,2022,3,0
2019-11-30,Paris Saint-Germain,Juventus,4,5,60,55,16,7,8,7,8,13,Away Team,2019,0,3
2018-04-13,Manchester City,Manchester City,4,5,67,57,15,21,5,5,15,6,Away Team,2018,0,3
2023-10-01,Bayern Munich,Bayern Munich,1,5,57,50,24,21,10,2,13,10,Away Team,2023,0,3
2019-12-20,Paris Saint-Germain,Chelsea,5,2,51,43,14,8,8,2,9,7,Home Team,2019,3,0
2025-01-30,Paris Saint-Germain,Paris Saint-Germain,2,1,63,36,22,7,7,7,12,6,Home Team,2025,3,0
2023-01-29,Manchester City,AC Milan,3,4,45,42,16,21,5,3,6,11,Away Team,2023,0,3
2017-12-10,Liverpool,Bayern Munich,4,4,62,40,25,9,6,9,15,9,Draw,2017,1,1
2024-08-02,Manchester City,Manchester City,3,1,68,30,6,23,3,9,13,9,Home Team,2024,3,0
2024-11-14,AC Milan,Liverpool,4,1,69,60,5,23,3,10,15,8,Home Team,2024,3,0
2016-06-26,Barcelona,Barcelona,0,2,56,40,17,5,5,3,15,9,Away Team,2016,0,3
2016-08-16,Real Madrid,Bayern Munich,1,5,57,35,8,18,9,5,10,5,Away Team,2016,0,3
2025-12-03,Barcelona,Manchester City,2,5,63,47,15,20,8,5,14,6,Away Team,2025,0,3
2020-08-09,Chelsea,Manchester City,5,5,52,60,23,11,6,9,5,11,Draw,2020,1,1
2023-03-19,Paris Saint-Germain,Liverpool,5,2,43,50,15,15,9,3,5,5,Home Team,2023,3,0
2023-08-14,Arsenal,Manchester City,5,5,69,34,20,18,3,5,6,8,Draw,2023,1,1
2022-10-17,Barcelona,Chelsea,3,1,52,39,8,9,8,4,11,6,Home Team,2022,3,0
2016-11-03,Chelsea,Manchester City,5,4,56,60,9,7,5,8,14,7,Home Team,2016,3,0
2019-05-24,Arsenal,Liverpool,3,0,65,39,7,18,9,3,5,14,Home Team,2019,3,0
2021-11-19,Liverpool,Bayern Munich,1,3,63,45,9,24,7,8,15,10,Away Team,2021,0,3
2015-11-11,AC Milan,Juventus,1,4,64,60,10,9,5,9,8,13,Away Team,2015,0,3
2025-04-13,Real Madrid,Chelsea,1,2,61,51,13,18,5,3,8,12,Away Team,2025,0,3
2023-03-26,Arsenal,Chelsea,5,3,58,53,14,10,6,7,10,8,Home Team,2023,3,0
2017-04-10,Chelsea,Barcelona,4,3,67,54,10,24,9,9,9,7,Home Team,2017,3,0
2019-10-14,Liverpool,AC Milan,0,1,54,35,20,9,2,3,7,7,Away Team,2019,0,3
2025-08-13,Paris Saint-Germain,Barcelona,3,5,52,44,17,12,10,6,6,13,Away Team,2025,0,3
2016-03-28,Bayern Munich,Chelsea,5,5,65,42,17,19,6,2,7,12,Draw,2016,1,1
2019-03-09,Chelsea,Barcelona,3,3,69,58,14,13,5,2,6,15,Draw,2019,1,1
2023-11-20,Manchester City,Chelsea,2,0,43,39,23,9,5,5,8,12,Home Team,2023,3,0
2015-11-30,Juventus,Chelsea,4,1,53,36,10,7,8,4,6,8,Home Team,2015,3,0
2015-09-25,Real Madrid,Paris Saint-Germain,4,5,70,50,9,19,6,4,7,7,Away Team,2015,0,3
2025-11-28,Paris Saint-Germain,Arsenal,3,2,62,30,7,13,7,9,11,7,Home Team,2025,3,0
2015-10-30,Arsenal,Manchester City,2,1,61,56,19,6,5,9,6,9,Home Team,2015,3,0
2017-05-24,Chelsea,Liverpool,3,5,62,59,13,20,2,4,8,10,Away Team,2017,0,3
2021-02-25,Real Madrid,AC Milan,4,3,66,46,19,19,2,8,8,11,Home Team,2021,3,0
2017-09-18,Manchester City,Manchester City,4,2,66,38,16,17,7,10,13,15,Home Team,2017,3,0
2018-01-07,Juventus,Paris Saint-Germain,3,5,41,56,17,15,8,2,10,11,Away Team,2018,0,3
2015-06-24,Chelsea,AC Milan,5,2,55,49,10,14,10,4,9,12,Home Team,2015,3,0
2022-09-17,Bayern Munich,AC Milan,5,0,49,32,10,18,2,8,14,14,Home Team,2022,3,0
2024-10-14,Real Madrid,Bayern Munich,5,1,47,52,13,23,2,5,10,10,Home Team,2024,3,0
2021-07-07,Bayern Munich,Juventus,4,0,43,59,19,10,3,9,8,8,Home Team,2021,3,0
2022-02-22,Chelsea,Chelsea,2,1,45,41,22,6,6,7,11,14,Home Team,2022,3,0
2024-06-17,Liverpool,Chelsea,1,1,50,57,20,14,9,6,15,7,Draw,2024,1,1
2019-04-01,Liverpool,Barcelona,5,4,47,52,24,7,2,3,7,8,Home Team,2019,3,0
2019-11-27,Barcelona,Borussia Dortmund,3,4,50,31,13,15,6,4,15,8,Away Team,2019,0,3
2019-10-27,Bayern Munich,Arsenal,3,5,59,38,14,25,7,4,5,11,Away Team,2019,0,3
2018-04-11,Juventus,Liverpool,1,0,40,56,12,23,5,7,5,14,Home Team,2018,3,0
2020-01-05,AC Milan,Chelsea,3,5,62,60,5,10,8,6,8,14,Away Team,2020,0,3
2016-09-17,Paris Saint-Germain,Juventus,2,0,42,46,8,25,10,2,11,10,Home Team,2016,3,0
2020-12-10,Bayern Munich,Bayern Munich,4,1,53,46,19,13,4,10,9,12,Home Team,2020,3,0
2022-09-04,Paris Saint-Germain,Barcelona,1,3,49,38,9,9,3,3,13,12,Away Team,2022,0,3
2020-01-01,Bayern Munich,Borussia Dortmund,0,5,51,52,25,17,7,7,9,7,Away Team,2020,0,3
2017-08-04,Manchester City,Borussia Dortmund,4,4,54,34,19,7,10,5,9,13,Draw,2017,1,1
2018-09-23,Chelsea,Arsenal,2,0,47,53,7,24,5,9,8,7,Home Team,2018,3,0
